Stimulus;Q_ID;Question;Q_Importance;Participant_ID;Group;Subgroup;Participant_Robot_Experience;Participant_Avg_Attitudes_S;Participant_Average_Attitudes_P
plan3;Q1;Why did you decide to store away the leftovers?;5.0;p25;why;why-did-you;3;7.0;7.0
plan3;Q1;Do we need anything from store for tomorrows breakfast;4.0;p27;future-actions;what-needs-to-be-done;3;4.8;4.2
plan3;Q1;Did you check the mailbox?;2.0;p28;execution-details;what-actions;2;4.4;3.6
plan3;Q1;Why did you decide to store the breakfast leftovers instead of throwing them away?;5.0;p32;why;why-not-alternative;4;5.4;4.2
plan3;Q1;Did you segregate the house waste as per color codes of wet and dry while dumping into the outside bins?;5.0;p34;execution-details;how-was-it-done;2;5.8;4.0
plan3;Q1;Are there any missing tasks to do that you could not complete today?;5.0;p37;future-actions;what-needs-to-be-done;2;6.2;4.6
plan3;Q1;how long did it take;5.0;p41;time;how-long;1;6.4;3.4
plan3;Q1;What and how much food was left?;3.0;p42;environment-state;availability;1;4.2;2.8
plan3;Q1;How long did this take you?;1.0;p47;time;how-long;3;5.0;4.6
plan3;Q1;What did you do when you were done with the chores?;4.0;p49;execution-details;what-actions;4;5.6;6.2
plan3;Q1;Why did you decide that nothing else needed to be done?;5.0;p53;why;why-not-extra;1;4.2;3.4
plan3;Q1;Why did you decide to store the breakfast leftovers instead of discarding them?;4.0;p54;why;why-not-alternative;4;4.6;4.4
plan3;Q1;How long did it take to complete those tasks?;2.0;p57;time;how-long;1;5.6;3.8
plan3;Q1;Where the leftovers were put.;4.0;p60;execution-details;what-location;3;6.6;4.4
plan3;Q1;how long did it take you to complete each task;4.0;p62;time;how-long;3;6.6;4.8
plan3;Q1;CAN YOU LEARN TO COOK ;4.0;p63;what-abilities;extra-ability;6;4.6;3.8
plan3;Q1;Did you vaccum the floors before mopping them?;5.0;p66;execution-details;what-actions;2;6.2;3.8
plan3;Q1;Did you vacuum?;4.0;p72;execution-details;what-actions;1;6.6;6.2
plan3;Q1;Where did you put the leftovers? ;4.0;p78;execution-details;what-location;2;5.4;5.6
plan3;Q1;"How long did it take you to complete those tasks?
";3.0;p82;time;how-long;1;5.6;4.8
plan3;Q1;How did you determine nothing else neeeded to be done today;4.0;p83;how-did-you-decide;goal-achieved;3;5.8;4.0
plan3;Q1;What else is on your list of things to do over the next couple of days?;3.0;p86;future-actions;what-next;4;5.6;4.2
plan3;Q1;Is every appliance working perfectly in the household? ;3.0;p88;environment-state;object-properties;1;4.6;3.8
plan3;Q1;What kind of food were the leftovers?;4.0;p92;execution-details;what-objects;1;5.2;4.2
plan3;Q1;What leftovers did we have?;3.0;p93;execution-details;what-objects;1;6.0;2.6
plan3;Q1;where did you put the leftovers from breakfast?;3.0;p98;execution-details;what-location;1;5.0;4.6
plan3;Q1;Where did you store the leftovers?;4.0;p99;execution-details;what-location;1;5.6;4.8
plan3;Q2;where did you store the left over breakfast?;5.0;p21;execution-details;what-location;3;7.0;5.6
plan3;Q2;Did you make sure to look around for other tasks around the house?;4.0;p22;self/task-assessment;did-you-ensure;1;4.2;4.6
plan3;Q2;How long do you think we can keep the leftovers?;5.0;p25;time;how-long;3;7.0;7.0
plan3;Q2;What about the bathroom floors;2.0;p27;execution-details;what-actions;3;4.8;4.2
plan3;Q2;Why didnt you make dinner?;4.0;p28;why;why-not-extra;2;4.4;3.6
plan3;Q2;How do you decide the priority of tasks when you have multiple things to do?;4.0;p32;how-did-you-decide;task-priority;4;5.4;4.2
plan3;Q2;Did you use the specific assigned natural floor cleaner for moping the household?;5.0;p34;execution-details;how-was-it-done;2;5.8;4.0
plan3;Q2;are the leftovers still good;5.0;p41;environment-state;object-properties;1;6.4;3.4
plan3;Q2;When does the trash and recycling need to go to the street, and can you take it or do I need to do that?;4.0;p42;time, what-abilities;at-what-time, extra-ability;1;4.2;2.8
plan3;Q2;Are the floors still slippery?;3.0;p47;environment-state;object-properties;3;5.0;4.6
plan3;Q2;Did you learn anything new today?;4.0;p49;mental-state;what-did-you-learn;4;5.6;6.2
plan3;Q2;Who gave you permission to stop working?;5.0;p53;environment-state;people;1;4.2;3.4
plan3;Q2;How did you determine that nothing else needed to be done today?;4.0;p54;how-did-you-decide;goal-achieved;4;4.6;4.4
plan3;Q2;Were the tasks enough, or do you want more?;2.0;p57;mental-state;desires;1;5.6;3.8
plan3;Q2;Was the robot thorough when it came to emptying the recycling bin - as in, were the items placed in the correct bins.;5.0;p60;self/task-assessment;correctness;3;6.6;4.4
plan3;Q2;what did you spend your time doing after completing these task;4.0;p62;execution-details;what-actions;3;6.6;4.8
plan3;Q2;DIDNT THE WATER AFFECT YOU FROM MOPING ;4.0;p63;self/task-assessment;problems;6;4.6;3.8
plan3;Q2;Is the outdoor container full?;3.0;p66;environment-state;object-properties;2;6.2;3.8
plan3;Q2;What were the breakfast leftovers?;3.0;p72;execution-details;what-objects;1;6.6;6.2
plan3;Q2;What cleaner did you use to mop the floor? ;4.0;p78;execution-details;how-was-it-done;2;5.4;5.6
plan3;Q2;How much battery did you use to complete everything?;3.0;p82;technical-details;battery-status;1;5.6;4.8
plan3;Q2;Where are the leftovers;2.0;p83;environment-state;object-properties;3;5.8;4.0
plan3;Q2;When does the recycling bin get picked up? ;2.0;p86;time;at-what-time;4;5.6;4.2
plan3;Q2;Does the house look tidy enough to invite guests?;4.0;p88;environment-state;object-properties;1;4.6;3.8
plan3;Q2;How was the leftover food stored?;4.0;p92;execution-details;how-was-it-done;1;5.2;4.2
plan3;Q2;How dirty were the floors?;1.0;p93;environment-state;object-properties;1;6.0;2.6
plan3;Q2;how can I use the leftovers?;3.0;p98;environment-state;advice;1;5.0;4.6
plan3;Q2;Did you store the mop in it's place after use?;3.0;p99;execution-details;what-actions;1;5.6;4.8
plan3;Q3;did you do the laundry;5.0;p21;execution-details;what-actions;3;7.0;5.6
plan3;Q3;Do you feel like you did enough today?;5.0;p22;self/task-assessment;performance;1;4.2;4.6
plan3;Q3;Why did you empty the recycling bin at the same time?;5.0;p25;why;why-did-you;3;7.0;7.0
plan3;Q3;When we need to restock the fridge;4.0;p27;time;at-what-time;3;4.8;4.2
plan3;Q3;How do you know a task is fully completed?;4.0;p32;how-did-you-know;goal-achieved;4;5.4;4.2
plan3;Q3;Did you store the leftovers in glass containers or plastic containers?;3.0;p34;execution-details;what-location;2;5.8;4.0
plan3;Q3;What other things can you do around the house?;3.0;p37;what-abilities;ability-list;2;6.2;4.6
plan3;Q3;how did you decide everything is done;5.0;p41;how-did-you-decide;goal-achieved;1;6.4;3.4
plan3;Q3;Do you go into power saving mode when everything is done?;2.0;p42;technical-details;how-does-it-work;1;4.2;2.8
plan3;Q3;What products did you use to clean the floor?;2.0;p47;execution-details;how-was-it-done;3;5.0;4.6
plan3;Q3;Do you feel like you need a break sometimes?;4.0;p49;mental-state;emotions;4;5.6;6.2
plan3;Q3;Why did you not clean more?;5.0;p53;why;why-not-extra;1;4.2;3.4
plan3;Q3;If something unexpected had occurred (e.g., a spill or a power outage), how would you have handled it?;4.0;p54;potential-issues;what-if;4;4.6;4.4
plan3;Q3;What other tasks are you able to complete alone?;3.0;p57;what-abilities;ability-list;1;5.6;3.8
plan3;Q3;How long it took to complete the task.;4.0;p60;time;how-long;3;6.6;4.4
plan3;Q3;how do you prioritise which task to do first;5.0;p62;how-did-you-decide;task-priority;3;6.6;4.8
plan3;Q3;CAN YOU TEACH THE KIDS HOW TO MOP AND CLEAN THE HOUSE ;4.0;p63;what-abilities;extra-ability;6;4.6;3.8
plan3;Q3;What tasks will you complete tomorrow?;4.0;p66;future-actions;what-next;2;6.2;3.8
plan3;Q3;What are you doing tomorrow?;5.0;p72;future-actions;what-next;1;6.6;6.2
plan3;Q3;What did you do when your work was done? ;3.0;p78;execution-details;what-actions;2;5.4;5.6
plan3;Q3;How do I add more tasks to your list?;3.0;p82;technical-details;how-does-it-work;1;5.6;4.8
plan3;Q3;Can you make breakfast;4.0;p83;what-abilities;extra-ability;3;5.8;4.0
plan3;Q3;Are you able to bring the recycling bin out to the curb on the date it is supposed to be picked up?;3.0;p86;what-abilities;extra-ability;4;5.6;4.2
plan3;Q3;Does the house smell fresh or bad?;4.0;p88;environment-state;object-properties;1;4.6;3.8
plan3;Q3;Are all the surfaces now clean?;3.0;p92;environment-state;object-properties;1;5.2;4.2
plan3;Q3;When is the recycling due to be collected?;2.0;p93;time;at-what-time;1;6.0;2.6
plan3;Q3;what tasks have you scheduled for tomorrow?;3.0;p98;future-actions;what-next;1;5.0;4.6
plan3;Q3;Did you change the bedding?;5.0;p99;execution-details;what-actions;1;5.6;4.8
plan3;Q4;What do you do if you encounter something unexpected while doing a task?;5.0;p32;potential-issues;what-if;4;5.4;4.2
plan3;Q4;Are there any problems with the house?;5.0;p37;environment-state;object-properties;2;6.2;4.6
plan3;Q4;Do you have any fun activities you like to do?;4.0;p49;mental-state;opinion/likes;4;5.6;6.2
plan3;Q4;Did you start on dinner?;3.0;p53;execution-details;what-actions;1;4.2;3.4
plan3;Q4;How exactly robot prioritised the tasks.;3.0;p60;how-did-you-decide;task-priority;3;6.6;4.4
plan3;Q4;which task is more time consuming;4.0;p62;time;compare-task-lenghts;3;6.6;4.8
plan3;Q4;Can you water the garden? ;3.0;p86;what-abilities;extra-ability;4;5.6;4.2
plan3;Q4;Did you clean the windows?;2.0;p99;execution-details;what-actions;1;5.6;4.8
plan4;Q1;Did you use glass cleaner for the shelves in the fridge?;4.0;p23;execution-details;how-was-it-done;1;6.2;5.4
plan4;Q1;Did you switch off the fridge when you were cleaning it;3.0;p24;execution-details;how-was-it-done;1;4.8;4.6
plan4;Q1;Did you add milk to the grocery list;3.0;p27;execution-details;what-actions;3;4.8;4.2
plan4;Q1;What specifically did you clean and with what?;3.0;p29;execution-details, execution-details;what-objects, how-was-it-done;3;6.6;5.8
plan4;Q1;How many time did cleaning the refrigerator take?;5.0;p31;time;how-long;4;7.0;5.4
plan4;Q1;Did you cause any kind of damage to anything while doing this whole list of cleaning kitchen or the refrigerator?;5.0;p34;self/task-assessment;correctness;2;5.8;4.0
plan4;Q1;How did you ensure that perishable items stayed safe while outside the fridge;3.0;p39;potential-issues;how-to-ensure-correctness;4;6.6;4.8
plan4;Q1;Why did you clean the kitchen before emptying the refrigerator?;4.0;p40;why;why-action-order;5;6.0;6.0
plan4;Q1;How did you ensure the refrigerator shelves were cleaned thoroughly;5.0;p41;potential-issues;how-to-ensure-correctness;1;6.4;3.4
plan4;Q1;What date did the milk expire?;5.0;p45;environment-state;object-properties;5;6.0;6.2
plan4;Q1;Did you use any cleaning products that we might need to restock?;3.0;p47;future-actions;what-needs-to-be-done;3;5.0;4.6
plan4;Q1;What encouraged you to clean the refrigerator?;4.0;p49;why;why-did-you;4;5.6;6.2
plan4;Q1;How easy or difficult it was to clean the kitchen ?;5.0;p50;self/task-assessment;difficulty;1;6.6;6.6
plan4;Q1;How did you decide that milk was too old to keep ?;5.0;p51;how-did-you-decide;object-properties;1;5.6;6.2
plan4;Q1;Was the kitchen messy?;4.0;p52;environment-state;object-properties;5;6.0;6.2
plan4;Q1;What date did the milk have that you threw away?;3.0;p56;environment-state;object-properties;1;6.2;3.4
plan4;Q1;Did you have any problem putting the the groceries back to the refrigerator?;4.0;p59;self/task-assessment;problems;3;3.2;2.8
plan4;Q1;The robot states it threw out an out of date milk bottle - so I'd like to ask where exactly the bottle ended up, as in: if it was a plastic bottle and the robot correctly placed in the plastics bin.;3.0;p60;self/task-assessment;correctness;3;6.6;4.4
plan4;Q1;WHAT IS IT THAT YOU HAVE LEARNT OR PICKED UP YOU COULD DO IN THE HOUSE JUST FROM LEARNING FROM ALL THE CHORES YOU DID TODAY;4.0;p63;mental-state;what-did-you-learn;6;4.6;3.8
plan4;Q1;How did it know the milk was too old?;5.0;p65;how-did-you-know;object-properties;2;4.0;2.2
plan4;Q1;why did you throw away the milk immediately instead of asking me first?;4.0;p71;why;why-not-alternative;3;4.6;5.4
plan4;Q1;How did you decide where to put all of the groceries back inside the refrigerator?;5.0;p74;how-did-you-decide;goal-properties;5;6.8;5.4
plan4;Q1;Did you make the milk judgment based on the expiration date or on the smell or taste? ;4.0;p78;how-did-you-decide;object-properties;2;5.4;5.6
plan4;Q1;How do you know that the milk was too old?;5.0;p79;how-did-you-know;object-properties;1;5.6;4.2
plan4;Q1;How old was the milk that you disposed of?;3.0;p89;environment-state;object-properties;3;5.2;5.4
plan4;Q1;how often does it work the task;5.0;p90;time;frequency;7;7.0;7.0
plan4;Q1;Why did you decide to empty the fridge before cleaning it?;5.0;p94;why;why-did-you;5;4.0;4.4
plan4;Q1;Did you turn the refrigerator off before cleaning?;4.0;p100;execution-details;how-was-it-done;1;5.6;4.0
plan4;Q2;What cleaner did you use for the countertops?;4.0;p23;execution-details;what-objects;1;6.2;5.4
plan4;Q2;Did you poor some fresh milk in the jar?;4.0;p24;execution-details;what-actions;1;4.8;4.6
plan4;Q2;Did you defrost the freezer;2.0;p27;execution-details;what-actions;3;4.8;4.2
plan4;Q2;What are the criteria for what you emptied from the refrigerator?;5.0;p29;how-did-you-decide;goal-objects;3;6.6;5.8
plan4;Q2;Where did you put the groceries when you were cleaning?;4.0;p31;execution-details;what-location;4;7.0;5.4
plan4;Q2;How did you exactly assess that the milk was spoiled?;5.0;p34;how-did-you-know;object-properties;2;5.8;4.0
plan4;Q2;Why did you choose to throw the milk away instead of notifying me first;4.0;p39;why;why-not-alternative;4;6.6;4.8
plan4;Q2;How did you determine that the milk is too old to keep? ;5.0;p40;how-did-you-know;object-properties;5;6.0;6.0
plan4;Q2;Did you check the expiration dates of the groceries before putting them back;5.0;p41;self/task-assessment;did-you-ensure;1;6.4;3.4
plan4;Q2;Did you do the laundry?;4.0;p45;execution-details;what-actions;5;6.0;6.2
plan4;Q2;Was the milk the only thing that needed to be thrown away?;4.0;p47;execution-details;what-objects;3;5.0;4.6
plan4;Q2;What kind of chores do you think you'll do tomorrow?;4.0;p49;future-actions;what-next;4;5.6;6.2
plan4;Q2;Did you come across any difficulties while performing the tasks?;5.0;p50;self/task-assessment;problems;1;6.6;6.6
plan4;Q2;How did you make sure that the other groceries were safe to put back ? ;5.0;p51;potential-issues;how-to-ensure-correctness;1;5.6;6.2
plan4;Q2;Where did you throw out the spoiled milk?;4.0;p52;execution-details;what-location;5;6.0;6.2
plan4;Q2;What parts of the kitchen did you clean?;5.0;p56;execution-details;what-objects;1;6.2;3.4
plan4;Q2;Did you have any troble knowing that the milk went bad?;5.0;p59;self/task-assessment;difficulty;3;3.2;2.8
plan4;Q2;What cleaning products, and how much of them, the robot used to clean the refrigerator. ;4.0;p60;execution-details, execution-details;what-objects, what-quantity;3;6.6;4.4
plan4;Q2;IS IT PROGRAMMED IN YOU TO PICK UP SPOILED ITEMS LIKE THE MILK ;3.0;p63;technical-details;how-does-it-work;6;4.6;3.8
plan4;Q2;How did it get rid of the milk?;3.0;p65;execution-details;how-was-it-done;2;4.0;2.2
plan4;Q2;Why didn’t you check the other groceries for expiration dates?;3.0;p71;why;why-not-extra;3;4.6;5.4
plan4;Q2;How did you know the milk was already too old and should be thrown away?;5.0;p74;how-did-you-know;object-properties;5;6.8;5.4
plan4;Q2;Did you only clean the refrigerator or did you clean other things in the kitchen too? ;4.0;p78;execution-details;what-objects;2;5.4;5.6
plan4;Q2;How did you decide it was time to clean inside the refridgerator?;3.0;p79;how-did-you-decide;task-priority;1;5.6;4.2
plan4;Q2;How long did it take you to clean the refrigerator?;2.0;p89;time;how-long;3;5.2;5.4
plan4;Q2;How did you decide the order of steps, like emptying the fridge first and then cleaning the shelves?;5.0;p94;how-did-you-decide;action-order;5;4.0;4.4
plan4;Q2;Did you close the refrigerator door and power it back on after completing the cleaning and re-stocking tasks?;4.0;p100;execution-details;what-actions;1;5.6;4.0
plan4;Q3;Did anybody call the house today?;3.0;p23;environment-state;people;1;6.2;5.4
plan4;Q3;Did you open the kitchen windows;4.0;p24;execution-details;what-actions;1;4.8;4.6
plan4;Q3;Was the milk already past the expiration;2.0;p27;environment-state;object-properties;3;4.8;4.2
plan4;Q3;What kind of work are you able to do?;5.0;p31;what-abilities;ability-list;4;7.0;5.4
plan4;Q3;Did you use the specific assigned natural kitchen cleaner liquid for cleaning the kitchen and refrigerator?;5.0;p34;execution-details;how-was-it-done;2;5.8;4.0
plan4;Q3;How do you decide which tasks to do each day;4.0;p39;how-did-you-decide;task-priority;4;6.6;4.8
plan4;Q3;How hard is it for you to always do different task that needs attention?;5.0;p40;self/task-assessment;difficulty;5;6.0;6.0
plan4;Q3;how did you prioritize the tasks;5.0;p41;how-did-you-decide;task-priority;1;6.4;3.4
plan4;Q3;How long did it take to complete all the tasks?;5.0;p45;time;how-long;5;6.0;6.2
plan4;Q3;How long did the task take you overall?;2.0;p47;time;how-long;3;5.0;4.6
plan4;Q3;Which chores it finds more easy to do;4.0;p49;self/task-assessment;difficulty;4;5.6;6.2
plan4;Q3;How long did it take to complete all the tasks ;5.0;p50;time;how-long;1;6.6;6.6
plan4;Q3;How did you decide  the order for removing and putting back the groceries? ;5.0;p51;how-did-you-decide;action-order;1;5.6;6.2
plan4;Q3;What else would you have done that you didn't do today?;4.0;p52;future-actions;what-next;5;6.0;6.2
plan4;Q3;Were there any other products in the fridge that were past it's use by date>;5.0;p56;environment-state;object-properties;1;6.2;3.4
plan4;Q3;Do you need to be charged?;5.0;p59;technical-details;battery-status;3;3.2;2.8
plan4;Q3;How long the robot took to clean the refrigerator, as in: for how long refrigerator door were kept open.;5.0;p60;time;how-long;3;6.6;4.4
plan4;Q3;CAN YOU COOK THOSE GROCERY ITEMS;4.0;p63;what-abilities;extra-ability;6;4.6;3.8
plan4;Q3;Would it be able to identify other items that were going off? ;4.0;p65;what-abilities;ability-modification;2;4.0;2.2
plan4;Q3;how do you decide when the fridge needs cleaning?;3.0;p71;how-did-you-decide;task-priority;3;4.6;5.4
plan4;Q3;How would you handle a different kitchen cleaning task, like cleaning the countertops or the stovetop?;4.0;p74;potential-issues;what-if;5;6.8;5.4
plan4;Q3;Did each food item in the refrigerator get put back in its original place? ;3.0;p78;self/task-assessment;correctness;2;5.4;5.6
plan4;Q3;Why didn't you clean the kitchen floor as well as the refridgerator?;3.0;p79;why;why-not-extra;1;5.6;4.2
plan4;Q3;What cleaning products did you use when cleaning the refrigerator?;2.0;p89;execution-details;what-objects;3;5.2;5.4
plan4;Q3;can you trust it on its own;5.0;p90;self/task-assessment;safety;7;7.0;7.0
plan4;Q3;How do you decide which household tasks should be done first?;4.0;p94;how-did-you-decide;task-priority;5;4.0;4.4
plan4;Q3;Do you know the difference between use by and sell by dates, I do not want you to throw away items that are still edible?;4.0;p100;mental-state;check-understanding/beliefs;1;5.6;4.0
plan4;Q4;What was added to the grocery list of needed condiments;1.0;p27;execution-details;what-objects;3;4.8;4.2
plan4;Q4;How often do you check for expired food? Can I change this setting?;4.0;p29;time, technical-details;frequency, how-does-it-work;3;6.6;5.8
plan4;Q4;How would you adjust your routine if guests were present or someone was cooking;5.0;p39;potential-issues;what-if;4;6.6;4.8
plan4;Q4;Which chores would you like me to do instead?;4.0;p49;future-actions;assistance-need;4;5.6;6.2
plan4;Q4;How do you make sure you don't  damage fragile items like eggs while cleaning  the refrigerator ?;5.0;p51;potential-issues;how-to-ensure-correctness;1;5.6;6.2
plan4;Q4;How's your power battery?;4.0;p59;technical-details;battery-status;3;3.2;2.8
plan4;Q4;How do you check if an product is still safe to consume?;4.0;p71;potential-issues;how-to-ensure-correctness;3;4.6;5.4
plan4;Q4;When are you scheduled to clean the refrigerator again?;3.0;p89;time;at-what-time;3;5.2;5.4
plan4;Q4;does it ever failed the task;5.0;p90;potential-issues;does-it-happen-that;7;7.0;7.0
plan4;Q4;How do you decide when food should be thrown away?;5.0;p94;how-did-you-decide;goal-objects;5;4.0;4.4
plan5;Q1;Is there anything else that you did, aside from these things?;3.0;p22;execution-details;what-actions;1;4.2;4.6
plan5;Q1;How long does it take you to complete certain tasks?;5.0;p25;time;how-long;3;7.0;7.0
plan5;Q1;Why didnt you clean yourself after coming from the garden to the living room?;4.0;p28;why;why-not-extra;2;4.4;3.6
plan5;Q1;How do you know which plants to water as this varies by type?;5.0;p29;how-did-you-know;goal-objects;3;6.6;5.8
plan5;Q1;Why did you choose to go to the garden area today?;4.0;p32;why;why-did-you;4;5.4;4.2
plan5;Q1;Where is the garden area?;4.0;p33;environment-state;object-properties;4;6.6;5.6
plan5;Q1;How did you know that the plants needed water?;4.0;p35;how-did-you-know;object-properties;5;7.0;6.0
plan5;Q1;Where did you toss out the weeds you removed from the pathways?;4.0;p36;execution-details;what-location;1;4.6;3.0
plan5;Q1;How did you decide how much water to use on the plants?;4.0;p38;how-did-you-decide;goal-properties;4;6.2;4.8
plan5;Q1;How did you determine that the garden needed attention today;3.0;p39;how-did-you-decide;task-priority;4;6.6;4.8
plan5;Q1;Where you able to water all my plants;4.0;p43;self/task-assessment;success;3;4.6;4.0
plan5;Q1;How did you determine which plants needed to be watered?;3.0;p46;how-did-you-decide;goal-objects;1;4.8;4.4
plan5;Q1;How did it identify the weeds from flowers?;3.0;p48;how-did-you-know;object-properties;1;6.8;5.0
plan5;Q1;Where did you put the weeds you removed?;4.0;p53;execution-details;what-location;1;4.2;3.4
plan5;Q1;Why did you decide to remove the weeds today instead of another task?;5.0;p54;why;why-not-alternative;4;4.6;4.4
plan5;Q1;How long did it take you to complete each task?;5.0;p55;time;how-long;6;7.0;6.2
plan5;Q1;How much water did you give the plants?;3.0;p57;execution-details;what-quantity;1;5.6;3.8
plan5;Q1;How did you know that was you removed was a weed and not a plant/flower?;5.0;p58;how-did-you-know;goal-objects;1;5.8;4.6
plan5;Q1;Where did you put the weeds that were removed from the pathways?;4.0;p61;execution-details;what-location;1;5.2;6.2
plan5;Q1;Do you know the types of weeds you removed?;4.0;p67;execution-details;what-objects;2;6.4;5.6
plan5;Q1;How did you organise the items in the shed?;3.0;p68;execution-details;how-was-it-done;3;5.2;4.2
plan5;Q1;How did you decide which plants needed to be watered today?;5.0;p74;how-did-you-decide;goal-objects;5;6.8;5.4
plan5;Q1;Did you find anything strange while you were doing those tasks?;4.0;p77;execution-details;report-unusual-events;1;6.6;5.4
plan5;Q1;Why did you water the plants?;3.0;p80;why;why-did-you;3;6.8;5.6
plan5;Q1;When did you start the exercise?;3.0;p85;time;at-what-time;1;7.0;6.0
plan5;Q1;Dit you wind the hose back up after you were done watering it?;4.0;p95;execution-details;what-actions;2;5.6;5.6
plan5;Q1;Did you remember to lock the shed afterwards?;4.0;p100;self/task-assessment;did-you-ensure;1;5.6;4.0
plan5;Q2;Do you think you'll be able to do anything else today?;4.0;p22;future-actions, what-abilities;what-next, extra-ability;1;4.2;4.6
plan5;Q2;How easy it is to complete tasks?;5.0;p25;self/task-assessment;difficulty;3;7.0;7.0
plan5;Q2;why didnt you clean the living room after you left dirt there?;4.0;p28;why;why-not-extra;2;4.4;3.6
plan5;Q2;What do you do with the weeds after removal?;3.0;p29;execution-details;what-actions;3;6.6;5.8
plan5;Q2;How did you identify which plants needed watering and how much water each required?;4.0;p32;how-did-you-know, how-did-you-know;goal-objects, goal-properties;4;5.4;4.2
plan5;Q2;Have you finished your jobs?;3.0;p35;self/task-assessment;success;5;7.0;6.0
plan5;Q2;How did you store the tools? Did you throw them in a drawer or did you arrange them nicely somewhere?;5.0;p36;execution-details;how-was-it-done;1;4.6;3.0
plan5;Q2;Why did you decide to remove the weeds before watering the plants?;4.0;p38;why;why-action-order;4;6.2;4.8
plan5;Q2;What method did you use to remove the weeds, and why that method;4.0;p39;execution-details;how-was-it-done;4;6.6;4.8
plan5;Q2;How did you identify plants from weed;4.0;p43;how-did-you-decide;object-properties;3;4.6;4.0
plan5;Q2;Why did you put the tools away in the places that you did so next time i can find them?;3.0;p44;why;why-did-you;1;5.2;4.4
plan5;Q2;How were you able to identify which plants had weeds? ;3.0;p46;how-did-you-decide;object-properties;1;4.8;4.4
plan5;Q2;how did it determine which plants needed watering and the amount of water needed to?;4.0;p48;how-did-you-decide, how-did-you-decide;goal-properties, goal-objects;1;6.8;5.0
plan5;Q2;Why did you choose to cleanup the garden?;5.0;p53;why;why-did-you;1;4.2;3.4
plan5;Q2;How did you determine which tools were considered “scattered” and needed to be put away?;4.0;p54;how-did-you-decide;object-properties;4;4.6;4.4
plan5;Q2;How much water did you give the plants?;5.0;p55;execution-details;what-quantity;6;7.0;6.2
plan5;Q2;Were all the power tools switched off or need charging?;3.0;p57;environment-state;object-properties;1;5.6;3.8
plan5;Q2;Did you make sure you did not transfer any mud into the house when you returned indoors?;5.0;p58;self/task-assessment;did-you-ensure;1;5.8;4.6
plan5;Q2;Did you close the shed door after storing the tools?;4.0;p61;execution-details;what-actions;1;5.2;6.2
plan5;Q2;Did you put down any weed control?;4.0;p67;execution-details;what-actions;2;6.4;5.6
plan5;Q2;What watering tools did you use for the plants?;1.0;p68;execution-details;how-was-it-done;3;5.2;4.2
plan5;Q2;How did you know which plants were weeds that needed to be removed?;4.0;p74;how-did-you-know;goal-objects;5;6.8;5.4
plan5;Q2;Anything out of ordinary happened while you were doing that?;4.0;p77;execution-details;report-unusual-events;1;6.6;5.4
plan5;Q2;Why did you only remove weeds from the pathway?;4.0;p80;why;why-not-extra;3;6.8;5.6
plan5;Q2;How long did the exercise take?;4.0;p85;time;how-long;1;7.0;6.0
plan5;Q2;Did you compost the weeds or put them in the trash?;4.0;p95;execution-details;how-was-it-done;2;5.6;5.6
plan5;Q2;Did you tidy up the weeds after removing them?;3.0;p100;execution-details;what-actions;1;5.6;4.0
plan5;Q3;How long did it take you to complete any of these tasks?;3.0;p22;time;how-long;1;4.2;4.6
plan5;Q3;Do you need help when watering the plants?;5.0;p25;future-actions;assistance-need;3;7.0;7.0
plan5;Q3;How it prioritizes work and how it mitigates damage to plants.;4.0;p29;how-did-you-decide, potential-issues;task-priority, how-to-ensure-correctness;3;6.6;5.8
plan5;Q3;How do you decide the order in which to complete tasks?;4.0;p32;how-did-you-decide;task-priority;4;5.4;4.2
plan5;Q3;Do you know how to water plants?;5.0;p33;what-abilities;extra-ability;4;6.6;5.6
plan5;Q3;What other tasks did you consider doing?;4.0;p36;execution-details;what-options;1;4.6;3.0
plan5;Q3;How do you decide when a task is urgent or can be postponed?;4.0;p38;how-did-you-decide;task-priority;4;6.2;4.8
plan5;Q3;How do you adapt your plan if the weather changes;5.0;p39;potential-issues;what-if;4;6.6;4.8
plan5;Q3;How well can you work at night;4.0;p43;what-abilities;ability-modification;3;4.6;4.0
plan5;Q3;Did you come across anything unexpected like wildlife that perhaps you shouldnt be disturbing;3.0;p44;execution-details;report-unusual-events;1;5.2;4.4
plan5;Q3;How did you decide what tasks you would do today? ;4.0;p46;how-did-you-decide;task-priority;1;4.8;4.4
plan5;Q3;What a new plant grows in the garden how would it adjust its behavior to dealing with it?;4.0;p48;potential-issues;what-if;1;6.8;5.0
plan5;Q3;Where there any issues at the house today?;5.0;p53;execution-details;report-unusual-events;1;4.2;3.4
plan5;Q3;What would you have done differently if it had started raining while you were in the garden?;4.0;p54;potential-issues;what-if;4;4.6;4.4
plan5;Q3;What are your responsibilities?;5.0;p55;future-actions;what-next;6;7.0;6.2
plan5;Q3;How else can you help in the garden? What other tasks are you able to do?;3.0;p57;what-abilities;ability-list;1;5.6;3.8
plan5;Q3;How do you determine that the garden needs some maintenance?;2.0;p58;how-did-you-decide;object-properties;1;5.8;4.6
plan5;Q3;How long can you do housework and tasks before needing to recharge or rest your batteries?;5.0;p61;time;how-long;1;5.2;6.2
plan5;Q3;What else did you do today. ;4.0;p67;execution-details;what-actions;2;6.4;5.6
plan5;Q3;Time it took to complete tasks.;4.0;p68;time;how-long;3;5.2;4.2
